CICLO_ID,CONTRATO,SEGMENTO,RATING_GRADO,PD_ESTIMADA,LGD_ESTIMADA,EAD,DPDS,STAGE_IFRS9,ECL,PROVISION_PERIOD_MONTHS,VENTANA_OBSERVACION_YEARS,VENTANA_CALIBRACION_YEARS,COLATERAL_TIPO,LGD_FLOOR_APLICADO,MoC,FECHA_INCUMPLIMIENTO,CURE_FLAG,PERIODO_OBSERVACION,RWA
CIC_00463,CONT_665307,CORP,10,0.025119,0.5846,88423.51,359,3,1298.46,25,5.3,7.2,NINGUNA,0.45,0.0015,2023-09-17,0,2024-09-10,38769.29
CIC_00464,CONT_471083,CORP,5,0.009518,0.5398,150304.79,0,1,772.24,1,5.9,9.7,NINGUNA,0.45,0.0281,,0,2024-11-12,60850.89
CIC_00465,CONT_413823,CORP,1,0.001,0.5549,362604.63,0,1,201.21,13,6.7,5.9,NINGUNA,0.45,0.0274,,0,2024-01-04,150906.98
CIC_00466,CONT_133141,MORTGAGE,7,0.015245,0.5677,270531.56,9,1,2341.34,9,6.5,6.1,HIPOTECA,0.3,0.0261,2024-04-02,0,2024-04-11,115185.57
CIC_00467,CONT_215063,RETAIL,4,0.006964,0.2845,480050.93,0,1,951.1,19,6.7,8.6,PERSONAL,0.0,0.0234,,0,2024-07-23,102430.87
CIC_00468,CONT_636073,CORP,1,0.001,0.4878,175339.67,0,1,85.53,8,8.2,7.4,NINGUNA,0.45,0.0144,,0,2024-05-24,64148.02
CIC_00469,CONT_238722,RETAIL,4,0.006964,0.0843,61934.9,9,1,36.36,31,6.4,7.6,PERSONAL,0.0,0.0183,2024-03-28,0,2024-04-06,3915.83
CIC_00470,CONT_154164,SME,1,0.001,0.0822,100127.81,5,1,8.23,25,4.9,5.7,FINANCIERO,0.0,0.019,2024-04-23,0,2024-04-28,6172.88
CIC_00471,CONT_450520,MORTGAGE,2,0.002639,0.3808,143875.19,0,1,144.58,3,8.5,6.3,HIPOTECA,0.3,0.0096,,0,2024-05-26,41090.75
CIC_00472,CONT_226200,MORTGAGE,2,0.002639,0.3291,11762.48,0,1,10.22,25,7.8,7.1,HIPOTECA,0.3,0.0071,,0,2024-05-21,2903.27
CIC_00473,CONT_846169,CORP,10,0.025119,0.7405,442600.48,27,1,8232.64,28,8.7,5.8,NINGUNA,0.45,0.0218,2024-03-17,0,2024-04-13,245809.24
CIC_00474,CONT_954100,MORTGAGE,9,0.021674,0.5925,447981.95,151,3,5752.91,8,4.8,7.4,HIPOTECA,0.3,0.018,2024-07-24,0,2024-12-22,199071.98
CIC_00475,CONT_855582,SME,8,0.018379,0.2054,435776.58,40,2,1645.08,28,6.2,6.6,FINANCIERO,0.0,0.0055,2024-02-11,0,2024-03-22,67131.38
CIC_00476,CONT_660563,MORTGAGE,5,0.009518,0.5557,151700.02,0,1,802.36,29,4.7,6.6,HIPOTECA,0.3,0.0265,,0,2024-03-09,63224.78
CIC_00477,CONT_116398,CORP,1,0.001,0.6446,318178.03,133,3,205.1,6,8.5,6.7,NINGUNA,0.45,0.0088,2023-09-19,0,2024-01-30,153823.17
CIC_00478,CONT_620052,CORP,7,0.015245,0.7337,132385.86,70,2,1480.77,29,5.5,6.7,NINGUNA,0.45,0.0226,2024-01-10,0,2024-03-20,72848.63
CIC_00479,CONT_522056,RETAIL,8,0.018379,0.0555,431864.32,342,3,440.52,2,5.3,6.8,PERSONAL,0.0,0.0245,2024-01-10,0,2024-12-17,17976.35
CIC_00480,CONT_668716,CORP,9,0.021674,0.4912,376469.88,0,1,4008.0,13,4.3,9.2,NINGUNA,0.45,0.0025,,0,2024-03-14,138691.5
CIC_00481,CONT_101269,MORTGAGE,2,0.002639,0.3607,242810.59,87,2,231.13,5,5.9,7.7,HIPOTECA,0.3,0.008,2024-07-10,0,2024-10-05,65686.33
CIC_00482,CONT_478004,RETAIL,1,0.001,0.068,195764.61,0,1,13.31,24,8.5,7.2,PERSONAL,0.0,0.0033,,0,2024-02-22,9984.0
CIC_00483,CONT_845859,CORP,1,0.001,0.6314,93143.55,17,1,58.81,28,5.2,8.5,NINGUNA,0.45,0.0105,2024-02-06,0,2024-02-23,44108.13
CIC_00484,CONT_469737,CORP,1,0.001,0.7085,489134.46,0,1,346.55,7,6.3,8.7,NINGUNA,0.45,0.0173,,0,2024-05-22,259913.82
CIC_00485,CONT_705947,MORTGAGE,8,0.018379,0.4271,348243.31,0,1,2733.6,22,8.7,9.6,HIPOTECA,0.3,0.0162,,0,2024-09-09,111551.04
CIC_00486,CONT_541531,RETAIL,2,0.002639,0.0706,6418.72,28,1,1.2,20,8.8,9.6,PERSONAL,0.0,0.0255,2024-02-13,0,2024-03-12,339.87
CIC_00487,CONT_248140,RETAIL,4,0.006964,0.2483,32653.5,0,1,56.46,10,4.6,9.8,PERSONAL,0.0,0.0199,,0,2024-02-07,6080.9
CIC_00488,CONT_282012,CORP,4,0.006964,0.4731,286745.66,56,2,944.73,31,3.9,3.4,NINGUNA,0.45,0.0141,2024-04-26,0,2024-06-21,101744.53
CIC_00489,CONT_292616,RETAIL,1,0.001,0.1189,214692.28,223,3,25.53,14,6.8,8.7,PERSONAL,0.0,0.0028,2023-12-02,0,2024-07-12,19145.18
CIC_00490,CONT_211636,CORP,8,0.018379,0.5932,328086.48,0,1,3576.94,5,8.1,8.4,NINGUNA,0.45,0.0023,,0,2024-11-04,145965.67
CIC_00491,CONT_517476,CORP,4,9.8e-05,0.6291,379478.11,10,1,23.4,8,4.6,4.4,NINGUNA,0.45,0.0296,2024-08-25,0,2024-09-04,179047.26
CIC_00492,CONT_182578,RETAIL,6,0.012286,0.2256,364215.62,0,1,1009.5,34,8.5,3.6,PERSONAL,0.0,0.0007,,0,2024-07-14,61625.28
CIC_00493,CONT_847385,CORP,4,0.006964,0.7153,404700.64,173,3,2015.96,29,6.8,10.0,NINGUNA,0.45,0.0231,2024-02-26,0,2024-08-17,217111.78
CIC_00494,CONT_171472,SME,4,0.006964,0.0626,307141.68,0,1,133.9,26,4.6,8.9,FINANCIERO,0.0,0.0239,,0,2024-02-14,14420.3
CIC_00495,CONT_813644,MORTGAGE,10,0.025119,0.409,49168.47,0,1,505.14,29,6.6,6.7,HIPOTECA,0.3,0.0282,,0,2024-10-18,15082.43
CIC_00496,CONT_494077,RETAIL,8,0.018379,0.11,423193.64,11,1,855.57,28,6.8,6.7,PERSONAL,0.0,0.0017,2024-04-24,0,2024-05-05,34913.48
CIC_00497,CONT_444688,RETAIL,10,0.025119,0.1198,41124.45,13,1,123.75,35,6.1,7.6,PERSONAL,0.0,0.0026,2024-02-12,0,2024-02-25,3695.03
CIC_00498,CONT_927912,CORP,6,0.012286,0.5527,304162.86,0,1,2065.41,13,6.5,8.0,NINGUNA,0.45,0.0096,,0,2024-01-17,126083.11
CIC_00499,CONT_293020,SME,8,0.018379,0.064,109688.98,0,1,129.02,17,7.4,5.9,FINANCIERO,0.0,0.009,,0,2024-12-30,5265.07
